client_id,cluster,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,age,satisfaction_score,property_count,total_property_value,average_property_value,average_floor_area
C1530,2,Individual,F,USA,California,Home,No,Website,37,2,3,1011087.75,337029.25,1107.81
C1531,5,Individual,M,France,Brittany,Investment,No,Website,61,2,4,1272471.05,318117.7625,1065.415
C1532,1,Individual,F,USA,Texas,Home,Yes,Website,27,3,4,1446462.79,361615.6975,1164.0149999999999
C1533,0,Individual,M,Canada,British Columbia,Home,No,Agency,37,4,4,1019127.09,254781.7725,727.265
C1534,1,Individual,F,USA,California,Home,Yes,Website,29,4,3,1195359.88,398453.2933333333,1303.4733333333334
C1535,4,Individual,M,UK,England,Investment,No,Agency,31,3,4,1967005.46,491751.365,1591.4724999999999
C1536,2,Individual,F,USA,Washington,Home,No,Website,43,3,3,1076884.84,358961.61333333334,1050.6433333333332
C1537,2,Individual,F,USA,Arizona,Home,No,Website,26,5,3,1637300.4100000001,545766.8033333333,1579.3133333333335
C1538,5,Individual,F,USA,California,Investment,No,Website,79,5,3,775544.78,258514.92666666667,941.38
C1539,0,Individual,M,USA,Nevada,Home,No,Agency,28,1,3,811448.36,270482.7866666667,995.5099999999999
C1540,3,Individual,M,USA,California,Home,Yes,Client,68,2,3,842510.7,280836.89999999997,908.2333333333332
C1541,7,Individual,M,USA,California,Home,No,Website,61,2,4,1173616.46,293404.115,995.0275
C1542,1,Individual,M,USA,Nevada,Home,Yes,Website,36,1,3,1261648.92,420549.63999999996,1356.7466666666667
C1543,4,Individual,F,USA,New York,Investment,No,Agency,70,3,3,1199490.31,399830.10333333333,1267.4066666666668
C1544,2,Individual,F,Russia,Tatarstan,Home,No,Website,78,3,3,1551623.3,517207.76666666666,1679.1066666666666
C1545,6,Individual,F,USA,California,Investment,Yes,Website,33,1,3,1101811.15,367270.3833333333,1254.5033333333333
C1546,8,Individual,F,Mexico,Puebla,Home,Yes,Agency,59,4,4,1161022.51,290255.6275,874.9925000000001
C1547,8,Individual,F,USA,Florida,Home,Yes,Agency,50,2,4,1199337.46,299834.365,997.415
C1548,1,Company,M,USA,California,Home,Yes,Website,58,2,3,615223.03,205074.34333333335,678.9699999999999
C1549,3,Individual,M,Mexico,Nuevo Leon,Home,No,Client,64,4,3,837044.35,279014.7833333333,983.4266666666667
C1550,0,Individual,M,USA,California,Home,No,Agency,27,2,4,1368767.79,342191.9475,1164.0149999999999
C1551,0,Individual,M,USA,California,Home,No,Agency,34,2,3,1252240.69,417413.5633333333,1438.2933333333333
C1552,6,Individual,M,USA,California,Investment,Yes,Agency,78,2,4,1356450.7000000002,339112.67500000005,1074.0525
C1553,0,Company,M,USA,Utah,Home,No,Agency,35,4,3,979536.36,326512.12,1038.7166666666667
C1554,7,Individual,M,Germany,Bavaria,Home,No,Website,27,1,3,742034.24,247344.74666666667,678.9699999999999
C1555,2,Individual,F,UK,England,Home,No,Website,79,5,4,1233852.38,308463.095,1012.5575
C1556,4,Individual,F,USA,Colorado,Investment,No,Agency,43,2,4,1215734.71,303933.6775,1020.3875
C1557,1,Individual,F,USA,New York,Home,Yes,Website,83,2,3,955054.1799999999,318351.3933333333,1072.4833333333333
C1558,7,Individual,M,Mexico,Baja California,Home,No,Website,81,4,3,1482069.56,494023.1866666667,1680.5266666666666
C1559,2,Individual,F,UK,England,Home,No,Website,50,2,3,1345808.87,448602.9566666667,1445.2933333333333
C1560,3,Individual,F,USA,California,Home,Yes,Client,85,4,3,1052677.5699999998,350892.52333333326,1148.0433333333333
C1561,4,Individual,M,Mexico,Nuevo Leon,Investment,No,Agency,61,5,3,1135294.51,378431.50333333336,1193.7733333333333
C1562,3,Individual,F,USA,California,Home,No,Client,38,4,3,1179775.32,393258.44,1268.0466666666669
C1563,2,Individual,F,USA,Utah,Home,No,Website,38,5,3,979729.05,326576.35000000003,1090.7733333333333
C1564,5,Individual,M,USA,Washington,Investment,No,Website,61,5,3,1595925.43,531975.1433333333,1635.6233333333332
C1565,0,Individual,M,Mexico,Jalisco,Home,No,Agency,45,4,4,1140899.22,285224.805,994.0725
C1566,7,Individual,M,USA,California,Home,No,Website,31,3,4,1450240.65,362560.1625,1175.235
C1567,3,Individual,M,USA,Georgia,Home,No,Client,48,4,4,1594452.6199999999,398613.15499999997,1276.9875
C1568,2,Individual,F,USA,California,Home,No,Website,35,5,3,1373808.0899999999,457936.02999999997,1357.1933333333334
C1569,6,Individual,F,USA,California,Investment,Yes,Website,32,1,3,1175242.5499999998,391747.5166666666,1258.29
C1570,2,Individual,F,USA,Ohio,Home,No,Website,62,5,4,1469638.4,367409.6,1333.5625
C1571,7,Individual,M,USA,California,Home,No,Website,47,2,4,1243439.96,310859.99,1092.085
C1572,0,Individual,M,Australia,Queensland,Home,No,Agency,65,3,4,886149.52,221537.38,748.33
C1573,2,Individual,F,USA,California,Home,No,Website,79,1,4,1175839.94,293959.985,1059.9375
C1574,7,Individual,M,USA,California,Home,No,Website,41,4,3,1195224.9,398408.3,1255.6333333333334
C1575,7,Individual,M,USA,California,Home,No,Website,25,2,4,1395067.1600000001,348766.79000000004,1158.7275
C1576,6,Individual,F,USA,Nevada,Investment,Yes,Website,48,3,4,1359536.24,339884.06,1098.1675
C1577,7,Individual,M,Germany,Bavaria,Home,No,Website,42,3,3,1427933.58,475977.86000000004,1471.8999999999999
C1578,5,Individual,M,USA,California,Investment,No,Website,29,2,3,765431.01,255143.67,934.8733333333333
C1579,5,Individual,M,USA,Arizona,Investment,No,Website,80,4,4,1101753.5899999999,275438.39749999996,952.0525
C1580,6,Individual,M,USA,Georgia,Investment,Yes,Website,28,1,4,1008834.66,252208.665,872.2
C1581,5,Individual,M,USA,California,Investment,No,Website,75,1,3,1123364.22,374454.74,1023.9266666666666
C1582,3,Individual,M,France,Ile-de-France,Home,Yes,Client,70,4,3,1030269.01,343423.00333333336,1050.08
C1583,0,Individual,M,USA,California,Home,No,Agency,58,2,4,1378030.61,344507.6525,1170.135
C1584,6,Company,M,France,Brittany,Investment,Yes,Website,40,1,3,1199226.44,399742.14666666667,1361.7433333333333
C1585,7,Individual,M,Canada,Ontario,Home,No,Website,65,5,4,1480011.91,370002.9775,1276.8225
C1586,2,Individual,F,Germany,Berlin,Home,No,Website,58,3,3,1116579.83,372193.2766666667,1224.68
C1587,6,Individual,M,Canada,Quebec,Investment,Yes,Agency,82,4,3,743057.13,247685.71,850.2466666666668
C1588,5,Individual,F,USA,Utah,Investment,No,Website,45,5,3,957201.31,319067.10333333333,1104.51
C1589,4,Individual,F,USA,California,Investment,No,Agency,72,4,3,1380536.7000000002,460178.9000000001,1396.87
C1590,2,Company,F,USA,Oregon,Home,No,Website,46,1,4,1470403.6,367600.9,1228.8325
C1591,5,Individual,F,USA,California,Investment,No,Website,54,4,4,1676312.98,419078.245,1341.715
C1592,6,Individual,F,USA,Texas,Investment,Yes,Agency,50,2,4,878452.1900000001,219613.04750000002,735.11
C1593,7,Individual,M,USA,California,Home,No,Website,50,1,4,825960.49,206490.1225,666.135
C1594,0,Individual,F,USA,Colorado,Home,No,Agency,56,2,4,1522994.53,380748.6325,1259.875
C1595,7,Individual,M,USA,California,Home,No,Website,70,5,4,1310147.8599999999,327536.96499999997,1186.5225
C1596,5,Individual,M,Germany,Berlin,Investment,No,Website,46,4,3,1642954.44,547651.48,1649.26
C1597,6,Individual,F,USA,Nevada,Investment,Yes,Website,76,4,4,1155778.2,288944.55,947.7475
C1598,8,Individual,F,USA,Georgia,Home,Yes,Agency,85,4,3,1163931.67,387977.2233333333,1310.3966666666665
C1599,6,Individual,F,USA,Virginia,Investment,Yes,Website,45,5,3,1321031.17,440343.7233333333,1337.1733333333334
C1600,2,Individual,F,Belgium,Wallonia,Home,No,Website,57,5,4,1237164.36,309291.09,984.6475
C1601,2,Individual,F,Russia,Krasnodar Krai,Home,No,Website,29,3,3,829078.01,276359.33666666667,913.6700000000001
C1602,5,Individual,M,USA,Nevada,Investment,No,Website,39,4,4,1676863.99,419215.9975,1425.28
C1603,2,Individual,F,UK,England,Home,No,Website,63,5,4,1077719.71,269429.9275,976.2049999999999
C1604,7,Individual,M,USA,Texas,Home,No,Website,76,4,3,1050264.24,350088.08,1243.8233333333333
C1605,6,Individual,M,UK,England,Investment,Yes,Website,26,4,4,1170783.34,292695.835,874.9925000000001
C1606,8,Individual,M,USA,Washington,Home,Yes,Agency,60,1,3,917562.71,305854.23666666663,1033.4833333333333
C1607,0,Individual,F,USA,California,Home,No,Agency,62,3,3,829294.5700000001,276431.5233333334,927.6066666666666
C1608,1,Individual,F,UK,England,Home,Yes,Website,26,4,3,1431381.65,477127.2166666666,1447.82
C1609,5,Individual,M,USA,California,Investment,No,Website,61,2,3,804844.43,268281.4766666667,900.46
C1610,5,Individual,M,USA,California,Investment,No,Website,58,3,4,1249167.74,312291.935,1114.2125
C1611,5,Individual,F,USA,Nevada,Investment,No,Website,50,4,4,1072189.52,268047.38,842.75
C1612,0,Individual,M,USA,California,Home,No,Agency,35,1,3,766554.56,255518.18666666668,839.1433333333334
C1613,8,Individual,M,Denmark,Southern Denmark,Home,Yes,Agency,28,2,4,1608368.22,402092.055,1400.6975
C1614,5,Individual,F,USA,Utah,Investment,No,Website,57,4,3,822155.05,274051.68333333335,1059.3466666666666
C1615,0,Individual,M,USA,Utah,Home,No,Agency,62,5,3,857125.52,285708.50666666665,903.87
C1616,6,Individual,M,UK,Wales,Investment,Yes,Website,34,5,4,1344053.71,336013.4275,1128.1275
C1617,2,Individual,F,USA,California,Home,No,Website,73,3,3,776005.5,258668.5,839.1433333333334
C1618,1,Individual,F,USA,Washington,Home,Yes,Website,63,2,4,1356655.6800000002,339163.92000000004,1103.3025
C1619,7,Individual,M,Belgium,Wallonia,Home,No,Website,73,2,4,1390206.46,347551.615,1164.0149999999999
C1620,1,Individual,M,USA,California,Home,Yes,Website,81,1,3,788250.3500000001,262750.1166666667,979.0866666666667
C1621,4,Individual,M,USA,Oregon,Investment,No,Agency,71,2,3,739739.97,246579.99,973.09
C1622,1,Individual,F,USA,Oregon,Home,Yes,Website,64,1,3,1054193.3599999999,351397.7866666666,1107.81
C1623,2,Individual,F,USA,Oregon,Home,No,Website,31,4,3,1060233.46,353411.1533333333,1111.2966666666666
C1624,1,Individual,F,USA,California,Home,Yes,Website,75,4,4,1943363.94,485840.985,1602.67
C1625,0,Individual,M,Australia,Western Australia,Home,No,Agency,25,4,3,910587.85,303529.2833333333,1094.84
C1626,1,Individual,F,France,Provence,Home,Yes,Website,55,2,3,1225657.22,408552.4066666667,1464.8466666666666
C1627,5,Individual,M,USA,California,Investment,No,Website,52,1,3,1275226.77,425075.59,1527.8633333333335
C1628,1,Company,F,France,Normandy,Home,Yes,Website,32,4,3,800299.08,266766.36,842.73
C1629,0,Individual,F,USA,Utah,Home,No,Agency,69,5,3,789150.05,263050.01666666666,1008.13
C1630,6,Company,F,USA,Virginia,Investment,Yes,Website,31,1,3,1206881.92,402293.9733333333,1338.1466666666668
C1631,2,Individual,F,UK,Northern Ireland,Home,No,Website,59,5,4,1683720.2,420930.05,1267.07
C1632,6,Individual,F,USA,California,Investment,Yes,Agency,62,3,4,1425130.6800000002,356282.67000000004,1152.755
C1633,2,Individual,F,Canada,Ontario,Home,No,Website,48,2,3,847190.3300000001,282396.7766666667,976.8166666666666
C1634,5,Individual,F,USA,Georgia,Investment,No,Website,82,2,4,1044217.01,261054.2525,872.2
C1635,7,Individual,M,France,Brittany,Home,No,Website,77,1,4,1104480.44,276120.11,919.7425000000001
C1636,1,Company,F,USA,Arizona,Home,Yes,Website,39,5,3,1171439.72,390479.9066666667,1308.5133333333333
C1637,0,Individual,M,Mexico,Nuevo Leon,Home,No,Agency,56,5,3,1333020.46,444340.1533333333,1525.18
C1638,6,Individual,F,France,Occitanie,Investment,Yes,Agency,47,1,3,1047895.71,349298.57,1175.6833333333334
C1639,7,Individual,M,USA,Colorado,Home,No,Website,82,1,4,1088561.44,272140.36,975.4225
C1640,1,Individual,F,USA,California,Home,Yes,Website,59,1,4,1172146.65,293036.6625,1047.99
C1641,0,Individual,M,USA,Utah,Home,No,Agency,53,1,4,1898878.08,474719.52,1504.0974999999999
C1642,2,Individual,F,Canada,British Columbia,Home,No,Website,44,5,4,1441785.62,360446.405,1167.1599999999999
C1643,0,Individual,M,France,Ile-de-France,Home,No,Agency,48,4,3,1182889.92,394296.63999999996,1468.6933333333334
C1644,3,Individual,F,USA,California,Home,No,Client,81,1,4,1312822.17,328205.5425,1024.3375
C1645,5,Individual,F,Australia,New South Wales,Investment,No,Website,30,1,4,1503973.21,375993.3025,1238.115
C1646,6,Individual,M,USA,Washington,Investment,Yes,Agency,27,4,3,972186.46,324062.1533333333,1052.4533333333334
C1647,8,Individual,M,USA,Ohio,Home,Yes,Agency,80,4,3,1316368.95,438789.64999999997,1471.8999999999999
C1648,2,Individual,F,Australia,New South Wales,Home,No,Website,76,3,3,1282946.7,427648.89999999997,1476.9433333333334
C1649,8,Individual,F,USA,Oregon,Home,Yes,Agency,43,4,4,1540887.81,385221.9525,1254.045
C1650,5,Individual,M,USA,Washington,Investment,No,Website,56,2,3,1065238.5,355079.5,1057.95
C1651,5,Individual,M,USA,California,Investment,No,Website,80,4,3,962066.4199999999,320688.80666666664,880.66
C1652,3,Individual,M,USA,Nevada,Investment,Yes,Client,62,4,3,1078933.8,359644.60000000003,1168.3833333333334
C1653,6,Individual,F,USA,Colorado,Investment,Yes,Website,51,4,4,957106.48,239276.62,860.9325
C1654,2,Individual,F,USA,California,Home,No,Website,57,1,4,1250065.3800000001,312516.34500000003,951.6375
C1655,5,Individual,F,USA,Texas,Investment,No,Website,60,2,3,974749.8,324916.60000000003,1088.5866666666668
C1656,6,Individual,M,Belgium,Wallonia,Investment,Yes,Website,34,4,4,1401657.84,350414.46,1182.3725
C1657,7,Individual,M,USA,California,Home,No,Website,67,2,4,1316624.69,329156.1725,1023.9675
C1658,0,Individual,M,USA,California,Home,No,Agency,55,5,4,1243178.6,310794.65,984.12
C1659,7,Individual,M,Denmark,Zealand,Home,No,Website,79,4,4,1576416.87,394104.2175,1307.3
C1660,1,Individual,M,USA,Nevada,Home,Yes,Website,85,4,4,1330046.48,332511.62,1068.57
C1661,0,Individual,M,USA,Washington,Home,No,Agency,50,4,3,1511063.27,503687.75666666665,1599.3433333333332
C1662,7,Individual,M,Russia,Tatarstan,Home,No,Website,58,4,4,1505862.74,376465.685,1320.35
C1663,4,Individual,M,USA,Colorado,Investment,No,Agency,48,3,3,926064.21,308688.07,1042.71
C1664,4,Individual,F,France,Occitanie,Investment,No,Agency,56,5,3,1390001.73,463333.91,1445.2933333333333
C1665,7,Individual,M,USA,Arizona,Home,No,Website,30,5,4,966971.19,241742.7975,827.2
C1666,2,Individual,F,USA,Ohio,Home,No,Website,63,2,3,706503.5900000001,235501.19666666668,736.0433333333334
C1667,4,Individual,F,USA,California,Investment,No,Agency,58,4,3,831811.52,277270.50666666665,862.11
C1668,7,Individual,M,Australia,Victoria,Home,No,Website,68,5,4,1046863.21,261715.8025,872.2
C1669,6,Individual,M,Canada,Alberta,Investment,Yes,Agency,65,3,4,948271.3400000001,237067.83500000002,837.5225
C1670,1,Individual,F,USA,Colorado,Home,Yes,Website,55,3,4,1356021.03,339005.2575,1076.59
C1671,0,Individual,F,USA,California,Home,No,Agency,77,3,4,1329236.75,332309.1875,1120.62
C1672,5,Individual,F,USA,Nevada,Investment,No,Website,51,4,3,728363.1699999999,242787.7233333333,889.9166666666666
C1673,1,Individual,F,USA,Washington,Home,Yes,Website,33,1,4,1803634.76,450908.69,1422.9925
C1674,1,Individual,F,USA,California,Home,Yes,Website,84,5,4,1614623.53,403655.8825,1268.7075
C1675,5,Individual,F,Canada,Alberta,Investment,No,Website,40,5,3,918037.6799999999,306012.56,1012.96
C1676,2,Individual,F,USA,Washington,Home,No,Website,26,2,4,1251637.0,312909.25,1019.1225
C1677,1,Individual,M,USA,Texas,Home,Yes,Website,61,1,3,942915.1799999999,314305.06,975.9433333333333
C1678,8,Individual,M,USA,California,Home,Yes,Agency,64,1,3,1377654.29,459218.0966666667,1650.4733333333334
C1679,5,Individual,F,USA,Nevada,Investment,No,Website,39,4,3,1194618.9,398206.3,1268.0466666666669
C1680,4,Individual,F,USA,California,Investment,No,Agency,26,4,3,665078.77,221692.92333333334,692.13
C1681,3,Individual,M,USA,Oregon,Home,Yes,Client,64,3,4,1408304.94,352076.235,1156.7625
C1682,2,Individual,F,USA,Nevada,Home,No,Website,38,2,4,1469905.41,367476.3525,1257.0925
C1683,3,Individual,F,USA,Oregon,Investment,No,Client,26,1,4,1410114.6,352528.65,1144.74
C1684,5,Individual,F,USA,Colorado,Investment,No,Website,48,4,4,1109440.17,277360.0425,883.4825000000001
C1685,0,Individual,F,USA,California,Home,No,Agency,48,5,3,1109623.75,369874.5833333333,1274.52
C1686,6,Individual,M,USA,California,Investment,Yes,Agency,48,2,4,1214377.82,303594.455,1073.905
C1687,1,Individual,M,USA,California,Home,Yes,Website,58,4,4,1026117.62,256529.405,935.37
C1688,3,Individual,F,USA,Oregon,Home,No,Client,29,5,3,1314384.27,438128.09,1281.9566666666667
C1689,3,Individual,F,USA,Oregon,Investment,Yes,Client,40,1,3,896100.8,298700.26666666666,973.09
C1690,8,Individual,M,Denmark,North Denmark,Home,Yes,Agency,74,2,3,1662639.06,554213.02,1754.9366666666667
C1691,7,Individual,M,USA,Arizona,Home,No,Website,79,5,4,1212731.6,303182.9,984.9525
C1692,8,Individual,M,Canada,Ontario,Home,Yes,Agency,34,5,4,1165619.9100000001,291404.97750000004,984.9525
C1693,7,Individual,M,Belgium,Flanders,Home,No,Website,35,1,4,1557035.08,389258.77,1342.1525000000001
C1694,0,Individual,F,USA,Virginia,Home,No,Agency,68,5,4,1457395.73,364348.9325,1202.695
C1695,2,Individual,F,Belgium,Flanders,Home,No,Website,70,5,3,975866.19,325288.73,1111.2966666666666
C1696,2,Individual,F,USA,Florida,Home,No,Website,38,1,4,1316025.35,329006.3375,1092.085
C1697,3,Individual,F,Belgium,Brussels,Home,No,Client,45,2,4,802813.26,200703.315,700.7825
C1698,1,Individual,M,UK,Northern Ireland,Home,Yes,Website,75,4,3,764529.97,254843.32333333333,901.6266666666667
C1699,8,Individual,M,Australia,Western Australia,Home,Yes,Agency,56,3,4,1161971.24,290492.81,946.6524999999999
C1700,7,Individual,M,USA,Nevada,Home,No,Website,82,3,4,1293648.37,323412.0925,1050.5725
C1701,2,Individual,F,USA,Arizona,Home,No,Website,43,1,3,916043.72,305347.9066666667,979.0866666666667
C1702,6,Individual,M,USA,Washington,Investment,Yes,Website,36,5,3,1259181.49,419727.16333333333,1477.03
C1703,4,Individual,M,USA,Texas,Investment,No,Agency,26,4,3,868665.77,289555.25666666665,980.8699999999999
C1704,0,Individual,F,Denmark,Capital Region,Home,No,Agency,62,4,3,1131490.6400000001,377163.5466666667,1251.25
C1705,6,Individual,M,USA,Virginia,Investment,Yes,Website,46,3,3,1031987.6799999999,343995.8933333333,1049.3066666666666
C1706,1,Individual,M,USA,California,Home,Yes,Website,49,3,4,1417221.48,354305.37,1128.9675
C1707,1,Individual,M,USA,Georgia,Home,Yes,Website,52,1,3,770609.62,256869.87333333332,899.7566666666667
C1708,8,Individual,F,Germany,Hesse,Home,Yes,Agency,39,1,3,854426.52,284808.84,897.3100000000001
C1709,4,Individual,F,USA,Arizona,Investment,No,Agency,79,3,3,1336416.1600000001,445472.0533333334,1513.17
C1710,6,Individual,M,Canada,Alberta,Investment,Yes,Website,68,2,3,1027918.12,342639.37333333335,1156.0800000000002
C1711,6,Individual,F,USA,California,Investment,Yes,Website,44,3,4,1015613.11,253903.2775,836.9425
C1712,7,Individual,M,France,Occitanie,Home,No,Website,54,5,4,1280242.15,320060.5375,1102.08
C1713,2,Individual,F,USA,Oregon,Home,No,Website,44,1,4,1401670.4500000002,350417.61250000005,1186.5225
C1714,7,Individual,M,USA,Colorado,Home,No,Website,77,3,4,1054289.58,263572.395,823.6625
C1715,8,Individual,F,USA,Florida,Home,Yes,Agency,62,3,4,987214.1799999999,246803.54499999998,900.39
C1716,2,Individual,F,USA,California,Home,No,Website,45,1,3,1027286.48,342428.82666666666,1129.1766666666665
C1717,1,Individual,F,USA,California,Home,Yes,Website,84,4,3,915606.0700000001,305202.0233333334,980.8699999999999
C1718,2,Individual,F,USA,California,Home,No,Website,31,1,4,1362121.47,340530.3675,1150.74
C1719,0,Company,M,USA,Florida,Home,No,Agency,65,2,3,1178759.88,392919.95999999996,1263.8633333333335
C1720,1,Individual,F,USA,California,Home,Yes,Website,29,5,4,1396671.77,349167.9425,1122.0925
C1721,0,Individual,M,USA,Nevada,Home,No,Agency,39,2,4,1282729.71,320682.4275,1034.0675
C1722,2,Individual,F,USA,Nevada,Home,No,Website,43,3,4,1676365.72,419091.43,1307.3
C1723,8,Individual,F,Canada,Quebec,Home,Yes,Agency,27,2,4,1084602.42,271150.605,900.39
C1724,7,Individual,M,USA,Virginia,Home,No,Website,69,4,4,1646338.3599999999,411584.58999999997,1358.9675
C1725,1,Individual,F,USA,Nevada,Home,Yes,Website,67,3,4,1352500.23,338125.0575,1167.3975
C1726,2,Individual,F,UK,Northern Ireland,Home,No,Website,77,3,3,1141107.24,380369.08,1193.7733333333333
C1727,2,Individual,F,USA,New York,Home,No,Website,80,3,4,1563834.42,390958.605,1210.7375
C1728,3,Individual,F,USA,Oregon,Home,Yes,Client,81,3,4,1436312.58,359078.145,1225.2649999999999
C1729,1,Individual,M,Canada,British Columbia,Home,Yes,Website,70,3,3,956356.54,318785.51333333337,1090.7733333333333
C1730,6,Individual,M,Mexico,Puebla,Investment,Yes,Agency,46,5,3,796432.48,265477.49333333335,922.6899999999999
C1731,1,Individual,M,USA,California,Home,Yes,Website,54,4,4,1172220.1099999999,293055.02749999997,966.56
C1732,4,Individual,F,Canada,Alberta,Investment,No,Agency,55,2,3,1551003.8399999999,517001.27999999997,1654.4733333333334
C1733,8,Individual,F,USA,California,Home,Yes,Agency,77,3,4,1179975.09,294993.7725,1009.9325
C1734,7,Individual,M,USA,California,Home,No,Website,51,5,3,1078504.94,359501.64666666667,1254.5033333333333
C1735,5,Individual,F,USA,Utah,Investment,No,Website,56,3,3,1139995.98,379998.66,1258.3999999999999
C1736,6,Individual,F,USA,California,Investment,Yes,Website,36,4,4,1482243.88,370560.97,1122.0925
C1737,5,Individual,F,USA,California,Investment,No,Website,33,3,3,1060946.57,353648.8566666667,1090.7733333333333
C1738,2,Individual,F,USA,California,Home,No,Website,48,5,3,861195.69,287065.23,1016.7633333333333
C1739,6,Individual,M,Russia,Novosibirsk,Investment,Yes,Website,40,3,4,998344.48,249586.12,872.2
C1740,1,Individual,F,USA,California,Home,Yes,Website,74,5,4,1439013.3399999999,359753.33499999996,1164.015
C1741,7,Individual,M,USA,Virginia,Home,No,Website,49,5,4,1310713.04,327678.26,1140.38
C1742,0,Company,F,USA,California,Home,No,Agency,37,5,3,1177856.21,392618.73666666663,1431.79
C1743,3,Individual,F,Belgium,Flanders,Home,No,Client,79,1,3,839069.28,279689.76,881.7833333333333
C1744,5,Individual,M,Russia,Krasnodar Krai,Investment,No,Website,64,1,4,1320002.42,330000.605,1092.085
C1745,2,Individual,F,USA,California,Home,No,Website,49,1,3,1261495.5,420498.5,1487.6599999999999
C1746,2,Individual,F,Belgium,Flanders,Home,No,Website,66,3,3,793835.85,264611.95,874.19
C1747,3,Individual,M,USA,Colorado,Home,No,Client,60,5,3,1016661.44,338887.14666666667,1059.1499999999999
C1748,1,Individual,M,USA,California,Home,Yes,Website,75,4,3,1112272.46,370757.48666666663,1274.52
C1749,7,Individual,M,USA,California,Home,No,Website,69,3,3,832665.62,277555.20666666667,862.1066666666666
C1750,7,Company,M,USA,Colorado,Home,No,Website,34,3,4,1497163.73,374290.9325,1150.2
C1751,2,Individual,F,USA,Ohio,Home,No,Website,70,5,4,873120.47,218280.1175,700.7825
C1752,6,Individual,M,USA,California,Investment,Yes,Website,45,1,3,1119600.47,373200.1566666667,1152.5966666666666
C1753,6,Individual,M,USA,Georgia,Investment,Yes,Website,80,3,3,770077.48,256692.49333333332,964.2666666666668
C1754,1,Individual,M,USA,Virginia,Home,Yes,Website,30,2,3,1361555.24,453851.74666666664,1471.8999999999999
C1755,1,Individual,M,USA,Nevada,Home,Yes,Website,27,1,3,672116.9199999999,224038.9733333333,776.2433333333333
C1756,7,Individual,M,USA,Utah,Home,No,Website,35,1,4,1481404.3900000001,370351.09750000003,1146.0149999999999
C1757,3,Individual,M,Germany,Bavaria,Home,No,Client,40,3,3,1125366.62,375122.2066666667,1182.08
C1758,6,Individual,M,USA,Oregon,Investment,Yes,Agency,40,4,4,1006481.1799999999,251620.29499999998,801.065
C1759,5,Individual,M,USA,California,Investment,No,Website,51,1,4,1031917.22,257979.305,831.47
C1760,2,Individual,F,Belgium,Brussels,Home,No,Website,50,2,4,1454358.32,363589.58,1265.3825
C1761,7,Individual,M,USA,Washington,Home,No,Website,71,1,4,1181772.43,295443.1075,972.335
C1762,7,Individual,M,USA,Virginia,Home,No,Website,61,1,3,1023352.22,341117.4066666667,1090.9466666666667
C1763,2,Individual,F,USA,New York,Home,No,Website,71,3,4,1789381.67,447345.4175,1374.585
C1764,0,Individual,F,USA,Nevada,Home,No,Agency,79,2,4,1668335.18,417083.795,1338.8999999999999
C1765,3,Individual,F,USA,Colorado,Home,Yes,Client,28,1,4,1734167.51,433541.8775,1577.2325
C1766,2,Individual,F,USA,California,Home,No,Website,32,4,4,1371247.08,342811.77,1071.3925
C1767,7,Individual,M,USA,Colorado,Home,No,Website,47,3,4,1455838.9100000001,363959.72750000004,1123.3175
C1768,2,Individual,F,Russia,Saint Petersburg,Home,No,Website,82,4,4,985105.21,246276.3025,834.6575
C1769,3,Company,M,USA,Oregon,Home,Yes,Client,40,1,3,985909.0,328636.3333333333,1101.55
C1770,8,Individual,F,USA,Washington,Home,Yes,Agency,80,1,3,1334771.42,444923.80666666664,1469.18
C1771,3,Company,M,USA,Georgia,Home,Yes,Client,50,3,3,1280895.97,426965.3233333333,1435.6633333333332
C1772,6,Company,F,Canada,Alberta,Investment,Yes,Agency,51,5,4,1105281.92,276320.48,1015.8675
C1773,6,Individual,M,USA,Nevada,Investment,Yes,Agency,45,3,4,1284141.19,321035.2975,984.6475
C1774,0,Individual,M,USA,Oregon,Home,No,Agency,41,4,4,1169335.49,292333.8725,1008.6625
C1775,0,Individual,F,USA,California,Home,No,Agency,55,3,4,1414776.99,353694.2475,1102.9724999999999
C1776,2,Individual,F,France,Occitanie,Home,No,Website,52,1,3,1071718.4,357239.4666666666,1196.1733333333334
C1777,3,Individual,M,USA,California,Investment,No,Client,51,5,3,784629.95,261543.31666666665,900.46
C1778,6,Individual,M,USA,Georgia,Investment,Yes,Website,32,4,3,1216664.8199999998,405554.93999999994,1339.73
C1779,3,Individual,F,USA,California,Home,No,Client,46,5,4,1563236.5499999998,390809.13749999995,1287.1
C1780,5,Individual,M,USA,Utah,Investment,No,Website,69,1,4,1735557.1500000001,433889.28750000003,1341.715
C1781,2,Individual,F,USA,California,Home,No,Website,57,4,4,1383316.42,345829.105,1164.0149999999999
C1782,5,Individual,F,UK,England,Investment,No,Website,26,1,4,897646.55,224411.6375,783.64
C1783,7,Individual,M,USA,California,Home,No,Website,71,3,4,1136482.92,284120.73,883.805
C1784,3,Individual,M,Australia,Western Australia,Home,No,Client,27,3,4,1352274.53,338068.6325,1106.8725
C1785,1,Individual,F,USA,Colorado,Home,Yes,Website,69,1,3,1006568.23,335522.74333333335,1156.5633333333333
C1786,7,Individual,M,USA,California,Home,No,Website,30,1,4,1247095.22,311773.805,1102.2725
